="",="exposed_210"
="exposed_210",=""
="est_pct_poverty",="1.272*** [1.162,1.392]"
="R-squared",=""
="Number of observations",="51689.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_poc",="1.083 [0.942,1.245]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_latinx",="1.215*** [1.081,1.366]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_nhblack",="0.986 [0.874,1.113]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_asianpi",="0.924* [0.851,1.003]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_native",="1.021 [0.988,1.055]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="pop_density",="1.000 [1.000,1.000]"
="pop_density",="1.000 [1.000,1.000]"
="R-squared",=""
="Number of observations",="51957.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_otherpoc",="0.993 [0.947,1.042]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_renters",="1.414*** [1.317,1.518]"
="R-squared",=""
="Number of observations",="51666.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_langisolation",="1.192*** [1.088,1.305]"
="R-squared",=""
="Number of observations",="51666.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_elderly",="1.147*** [1.110,1.185]"
="R-squared",=""
="Number of observations",="51321.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_under18",="0.925*** [0.875,0.977]"
="R-squared",=""
="Number of observations",="51772.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_nocar",="1.351*** [1.213,1.505]"
="R-squared",=""
="Number of observations",="51666.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="est_pct_singparents",="1.050 [0.971,1.134]"
="R-squared",=""
="Number of observations",="51666.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="dac",="1.501*** [1.232,1.828]"
="R-squared",=""
="Number of observations",="51957.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
="",="exposed_210"
="exposed_210",=""
="pct_novote",="1.359*** [1.205,1.533]"
="R-squared",=""
="Number of observations",="48666.000"
="Exponentiated coefficients; 95% confidence intervals in brackets"
="* p<0.10, ** p<0.05, *** p<0.01"
